Temperature_C,Humidity_pct,Catalyst_pct,NCO_OH_Ratio,Pot_Life_min
27.2,74.0,0.18,1.11,52.0
20.8,55.3,0.219,1.1,69.0
26.6,55.4,0.128,1.05,81.0
18.1,36.9,0.243,1.12,82.0
24.6,79.1,0.243,1.04,35.0
25.7,42.5,0.18,1.09,72.0
16.0,33.7,0.294,1.11,71.0
21.7,63.2,0.081,1.06,133.0
17.7,59.8,0.054,1.05,201.0
16.3,50.8,0.243,1.07,92.0
34.8,51.1,0.252,1.12,45.0
21.4,69.3,0.08,1.14,139.0
31.2,39.8,0.116,1.08,84.0
20.1,71.0,0.054,1.1,177.0
28.6,62.4,0.123,1.14,73.0
30.2,50.9,0.243,1.01,50.0
26.9,52.9,0.179,1.03,67.0
24.4,42.8,0.137,1.11,81.0
23.2,67.6,0.143,1.12,84.0
22.0,55.6,0.05,1.13,173.0
33.6,46.0,0.125,1.06,55.0
31.6,59.8,0.212,1.01,54.0
34.3,79.8,0.294,1.07,26.0
17.5,51.8,0.262,1.03,87.0
29.6,76.0,0.056,1.04,104.0
33.8,47.3,0.275,1.12,30.0
18.6,32.7,0.246,1.01,74.0
16.3,40.2,0.245,1.12,89.0
29.8,50.9,0.164,1.06,61.0
26.5,41.0,0.15,1.09,76.0
31.8,30.0,0.126,1.01,60.0
17.8,75.8,0.066,1.05,158.0
30.9,72.2,0.107,1.01,73.0
19.0,67.1,0.112,1.14,103.0
18.3,38.4,0.171,1.12,90.0
18.3,36.0,0.237,1.07,80.0
31.3,33.4,0.168,1.03,50.0
28.3,66.2,0.064,1.14,126.0
25.5,76.4,0.289,1.05,51.0
22.2,51.5,0.286,1.02,42.0
32.5,36.0,0.246,1.08,34.0
22.8,55.6,0.298,1.14,32.0
31.3,47.4,0.186,1.0,45.0
23.8,48.7,0.291,1.04,57.0
22.5,61.1,0.069,1.14,134.0
24.3,65.9,0.141,1.03,82.0
21.0,35.5,0.106,1.02,103.0
30.0,31.8,0.099,1.09,92.0
25.1,79.7,0.085,1.13,100.0
19.6,41.6,0.206,1.07,78.0
33.0,32.7,0.245,1.15,41.0
22.7,39.5,0.195,1.1,62.0
25.9,31.9,0.087,1.01,100.0
33.1,49.6,0.253,1.15,45.0
27.5,70.1,0.209,1.06,54.0
17.3,47.1,0.147,1.04,114.0
33.8,52.2,0.219,1.08,43.0
27.6,63.8,0.115,1.05,80.0
21.7,55.4,0.136,1.01,78.0
17.8,73.1,0.279,1.0,60.0
30.9,73.3,0.123,1.07,64.0
27.4,30.5,0.167,1.13,83.0
25.7,68.9,0.273,1.09,50.0
32.9,53.0,0.227,1.15,52.0
30.8,79.4,0.066,1.04,104.0
18.0,54.2,0.087,1.04,138.0
21.2,79.3,0.052,1.02,171.0
20.0,67.7,0.208,1.02,73.0
29.9,42.4,0.162,1.04,53.0
15.7,56.9,0.084,1.12,158.0
26.4,79.6,0.289,1.14,37.0
30.2,72.9,0.182,1.15,62.0
32.5,34.9,0.11,1.03,56.0
21.8,65.3,0.175,1.13,84.0
31.4,47.3,0.22,1.05,37.0
17.2,30.3,0.069,1.02,165.0
31.9,50.2,0.119,1.13,77.0
17.5,41.7,0.252,1.1,80.0
22.9,70.9,0.165,1.02,83.0
30.9,46.9,0.187,1.06,58.0
18.0,71.4,0.158,1.04,110.0
19.6,30.0,0.061,1.11,178.0
29.4,45.4,0.091,1.07,88.0
29.4,42.1,0.161,1.15,65.0
27.8,41.7,0.102,1.01,99.0
28.9,33.4,0.062,1.05,114.0
25.9,39.4,0.261,1.07,47.0
20.0,57.8,0.295,1.08,55.0
21.9,44.6,0.248,1.05,45.0
18.6,50.9,0.263,1.11,68.0
33.2,48.8,0.11,1.13,53.0
26.7,73.8,0.29,1.14,40.0
23.0,75.3,0.099,1.12,110.0
24.2,54.6,0.288,1.13,45.0
33.9,46.5,0.299,1.08,46.0
18.1,35.3,0.228,1.12,67.0
26.7,77.7,0.295,1.05,48.0
25.1,33.0,0.192,1.06,72.0
27.2,44.9,0.115,1.05,70.0
15.4,44.9,0.159,1.07,131.0
32.4,46.0,0.198,1.04,46.0
33.6,38.2,0.068,1.14,87.0
26.3,69.2,0.206,1.05,43.0
28.9,36.1,0.295,1.01,41.0
33.4,61.7,0.098,1.08,69.0
29.1,36.2,0.248,1.01,48.0
18.1,33.5,0.277,1.02,68.0
26.5,75.5,0.286,1.03,45.0
27.1,39.5,0.29,1.07,43.0
23.5,71.1,0.18,1.06,52.0
29.7,57.2,0.294,1.12,36.0
33.7,33.9,0.239,1.11,22.0
33.5,77.8,0.09,1.06,74.0
24.0,42.3,0.169,1.05,66.0
17.3,73.0,0.23,1.05,75.0
34.7,38.4,0.112,1.12,76.0
31.8,72.7,0.21,1.01,33.0
17.5,30.7,0.217,1.0,93.0
33.4,55.6,0.091,1.12,72.0
32.4,68.5,0.191,1.07,58.0
25.4,76.7,0.243,1.02,45.0
26.8,75.5,0.175,1.04,52.0
23.0,71.0,0.053,1.14,164.0
16.1,74.4,0.052,1.13,207.0
21.7,40.0,0.139,1.11,86.0
31.1,44.2,0.282,1.07,35.0
15.1,44.4,0.107,1.08,143.0
21.7,48.9,0.209,1.15,80.0
23.0,49.7,0.106,1.14,89.0
25.7,57.2,0.13,1.03,80.0
33.4,38.0,0.262,1.12,43.0
21.9,64.6,0.232,1.03,62.0
21.9,38.4,0.074,1.03,150.0
29.8,45.5,0.157,1.1,61.0
24.0,55.2,0.057,1.06,146.0
19.5,69.8,0.17,1.14,88.0
24.0,67.0,0.216,1.01,59.0
17.8,62.3,0.08,1.08,148.0
18.5,37.8,0.122,1.14,120.0
25.0,57.4,0.149,1.14,69.0
23.4,34.4,0.28,1.02,51.0
33.3,48.9,0.298,1.05,29.0
22.2,50.7,0.061,1.09,163.0
26.6,32.0,0.24,1.02,29.0
27.6,43.7,0.143,1.15,75.0
15.3,77.8,0.148,1.14,109.0
28.3,77.7,0.239,1.03,29.0
18.6,47.6,0.28,1.02,68.0
34.2,32.2,0.288,1.01,39.0
18.0,39.0,0.194,1.14,92.0
23.3,49.6,0.139,1.03,64.0
16.7,77.4,0.247,1.06,82.0
34.9,37.1,0.113,1.07,59.0
25.0,68.2,0.191,1.09,66.0
26.9,35.4,0.14,1.01,83.0
16.3,79.1,0.214,1.03,73.0
30.0,49.1,0.11,1.14,82.0
19.2,68.8,0.098,1.14,120.0
33.0,47.1,0.28,1.12,19.0
19.1,61.4,0.075,1.0,158.0
18.8,39.6,0.176,1.05,84.0
15.7,37.3,0.105,1.09,136.0
24.4,76.9,0.06,1.04,134.0
26.3,75.9,0.059,1.14,130.0
16.3,74.4,0.094,1.1,142.0
30.5,61.3,0.267,1.01,42.0
24.1,70.4,0.121,1.14,76.0
25.5,33.5,0.288,1.14,44.0
23.8,46.7,0.195,1.01,66.0
23.0,45.7,0.159,1.08,95.0
26.2,61.8,0.195,1.05,57.0
18.1,47.8,0.179,1.06,99.0
18.6,37.4,0.24,1.03,75.0
32.2,59.8,0.121,1.09,60.0
33.9,70.7,0.138,1.14,50.0
22.5,49.1,0.274,1.08,54.0
20.4,36.6,0.287,1.01,66.0
27.9,39.8,0.273,1.09,57.0
23.2,41.9,0.155,1.05,84.0
15.5,45.0,0.245,1.13,92.0
18.1,62.1,0.169,1.07,83.0
29.3,60.0,0.174,1.03,52.0
28.2,64.8,0.101,1.03,78.0
15.5,48.1,0.198,1.12,96.0
19.4,71.2,0.097,1.04,120.0
19.6,40.2,0.133,1.12,110.0
28.4,53.5,0.264,1.03,36.0
15.4,70.0,0.102,1.05,141.0
17.1,39.0,0.068,1.07,183.0
31.0,35.5,0.067,1.14,89.0
18.6,74.2,0.285,1.14,76.0
28.1,47.1,0.177,1.03,58.0
19.8,64.2,0.152,1.05,74.0
17.0,31.3,0.253,1.02,79.0
19.9,64.5,0.259,1.08,62.0
29.4,45.8,0.133,1.07,69.0
32.1,32.8,0.223,1.14,54.0
31.6,60.5,0.243,1.14,45.0
22.9,42.0,0.214,1.06,69.0
28.4,49.3,0.088,1.07,99.0
19.1,34.0,0.269,1.13,67.0
20.9,37.4,0.185,1.12,95.0
32.9,44.9,0.121,1.0,53.0
15.3,34.5,0.156,1.05,115.0
16.7,75.5,0.059,1.06,189.0
19.2,30.3,0.082,1.03,153.0
15.5,54.2,0.241,1.03,74.0
18.6,36.2,0.05,1.01,189.0
26.7,45.4,0.154,1.1,72.0
23.4,76.3,0.181,1.04,68.0
32.9,38.1,0.064,1.01,113.0
31.3,78.3,0.293,1.03,20.0
21.8,40.3,0.107,1.12,119.0
20.2,67.1,0.126,1.13,119.0
22.6,57.3,0.126,1.07,90.0
26.8,74.2,0.108,1.06,73.0
20.4,57.7,0.05,1.15,181.0
27.5,56.7,0.232,1.03,49.0
23.2,39.8,0.292,1.03,58.0
26.0,38.3,0.106,1.04,89.0
23.7,75.8,0.216,1.03,70.0
20.9,46.4,0.235,1.06,58.0
34.0,48.6,0.262,1.14,21.0
30.3,68.0,0.156,1.09,65.0
17.8,46.9,0.126,1.06,97.0
32.4,77.6,0.131,1.14,55.0
24.7,66.9,0.228,1.01,79.0
32.9,59.9,0.254,1.03,35.0
31.0,74.0,0.095,1.08,67.0
23.5,32.5,0.143,1.09,86.0
15.4,42.9,0.275,1.01,76.0
20.4,53.3,0.252,1.06,65.0
25.8,41.3,0.296,1.1,52.0
27.7,67.2,0.239,1.1,37.0
20.2,76.0,0.148,1.1,101.0
17.8,51.2,0.198,1.05,87.0
31.7,47.1,0.215,1.01,51.0
34.7,78.1,0.07,1.06,76.0
25.5,52.2,0.186,1.02,74.0
18.4,54.5,0.227,1.14,72.0
20.4,47.6,0.092,1.07,129.0
15.4,75.5,0.245,1.05,69.0
33.3,58.4,0.196,1.11,35.0
17.4,68.1,0.288,1.07,69.0
26.5,70.6,0.061,1.05,122.0
20.5,47.1,0.116,1.12,102.0
26.1,51.7,0.2,1.13,54.0
28.0,72.4,0.124,1.1,77.0
31.6,48.2,0.229,1.01,38.0
19.1,69.7,0.24,1.08,66.0
15.2,77.0,0.076,1.11,171.0
17.7,61.2,0.178,1.02,74.0
33.0,67.1,0.177,1.03,33.0
32.5,70.3,0.142,1.13,57.0
26.9,72.3,0.283,1.0,34.0
27.0,49.8,0.257,1.11,56.0
28.3,32.6,0.224,1.07,61.0
18.5,50.1,0.229,1.07,80.0
33.3,63.7,0.165,1.0,62.0
23.4,52.5,0.28,1.12,51.0
22.7,67.4,0.224,1.05,65.0
25.4,47.8,0.232,1.08,51.0
15.9,61.7,0.265,1.1,93.0
18.3,39.3,0.119,1.11,134.0
29.8,67.5,0.252,1.14,40.0
16.7,57.3,0.099,1.08,142.0
27.1,40.2,0.136,1.06,87.0
19.9,44.6,0.134,1.14,101.0
22.8,67.4,0.295,1.1,43.0
20.8,54.1,0.264,1.04,67.0
22.1,40.8,0.225,1.02,67.0
29.4,78.4,0.232,1.13,42.0
20.9,65.8,0.191,1.05,66.0
26.3,77.9,0.287,1.1,26.0
24.5,51.4,0.174,1.07,71.0
28.3,53.8,0.145,1.03,74.0
33.7,74.9,0.091,1.09,69.0
29.7,56.3,0.247,1.01,54.0
19.3,65.4,0.234,1.06,62.0
15.6,42.6,0.146,1.08,107.0
20.2,52.3,0.056,1.07,173.0
26.9,36.2,0.26,1.11,50.0
16.0,40.3,0.053,1.12,222.0
24.9,30.0,0.226,1.12,55.0
26.9,32.0,0.293,1.01,58.0
21.7,78.9,0.159,1.03,93.0
30.4,42.1,0.109,1.08,77.0
17.1,63.2,0.226,1.14,87.0
16.5,72.0,0.254,1.13,63.0
29.6,57.5,0.187,1.13,61.0
24.9,37.7,0.292,1.05,59.0
28.8,66.4,0.063,1.06,120.0
23.7,60.0,0.176,1.07,70.0
19.9,66.6,0.23,1.02,43.0
31.4,68.5,0.266,1.0,30.0
31.0,78.8,0.095,1.14,71.0
28.9,58.7,0.25,1.04,35.0
20.4,47.1,0.188,1.04,80.0
26.8,62.4,0.149,1.01,65.0
22.2,33.4,0.083,1.14,122.0
16.8,74.9,0.266,1.09,59.0
33.3,36.0,0.089,1.1,75.0
17.7,46.4,0.127,1.14,123.0
34.0,70.8,0.123,1.05,51.0
23.9,59.9,0.268,1.09,47.0
18.7,49.7,0.218,1.01,73.0
25.8,53.7,0.249,1.03,53.0
32.5,72.7,0.113,1.12,68.0
29.6,47.0,0.206,1.12,26.0
31.1,73.5,0.193,1.05,53.0
28.2,34.4,0.258,1.06,60.0
28.8,68.8,0.277,1.08,30.0
32.0,72.4,0.053,1.0,103.0
20.0,39.1,0.219,1.04,71.0
24.8,51.5,0.063,1.03,129.0
19.4,38.3,0.187,1.04,86.0
34.8,65.3,0.122,1.12,41.0
33.9,56.8,0.127,1.04,49.0
15.8,61.8,0.138,1.03,127.0
29.1,39.8,0.205,1.08,46.0
33.5,40.6,0.134,1.13,70.0
18.6,32.1,0.233,1.04,80.0
26.4,46.1,0.151,1.01,58.0
33.3,58.0,0.067,1.05,97.0
15.7,72.9,0.246,1.11,75.0
28.9,63.3,0.121,1.08,68.0
20.9,51.8,0.158,1.12,88.0
33.5,77.7,0.221,1.14,39.0
34.4,66.0,0.133,1.12,59.0
33.9,76.5,0.064,1.09,99.0
24.5,56.4,0.143,1.07,82.0
32.2,42.9,0.286,1.01,26.0
31.9,32.6,0.21,1.15,45.0
21.4,66.3,0.218,1.06,89.0
31.6,36.1,0.208,1.02,55.0
15.7,45.1,0.1,1.1,165.0
26.9,56.6,0.155,1.04,79.0
19.6,58.2,0.238,1.09,70.0
17.4,60.0,0.075,1.09,162.0
16.5,38.3,0.119,1.07,127.0
28.9,49.0,0.119,1.13,62.0
21.8,60.9,0.158,1.04,81.0
29.5,78.5,0.295,1.07,43.0
16.3,66.4,0.067,1.08,174.0
21.3,76.1,0.18,1.1,76.0
25.8,68.1,0.095,1.12,103.0
30.8,59.6,0.293,1.06,28.0
21.4,39.6,0.078,1.1,133.0
27.5,63.3,0.151,1.02,57.0
32.7,61.2,0.234,1.14,31.0
27.3,60.1,0.226,1.06,39.0
19.7,54.5,0.156,1.11,84.0
15.5,56.4,0.137,1.0,129.0
32.4,46.7,0.149,1.03,50.0
15.4,56.0,0.116,1.07,133.0
32.5,39.9,0.101,1.13,71.0
25.6,70.3,0.171,1.08,73.0
33.8,39.3,0.117,1.14,76.0
31.0,34.2,0.122,1.07,79.0
35.0,51.8,0.214,1.07,41.0
22.0,62.9,0.292,1.02,50.0
30.3,51.9,0.201,1.12,40.0
23.0,43.8,0.069,1.04,153.0
24.6,57.9,0.069,1.13,121.0
27.6,47.4,0.288,1.14,49.0
32.5,76.6,0.124,1.14,67.0
34.7,76.1,0.073,1.08,75.0
30.4,55.1,0.2,1.1,57.0
23.4,46.4,0.206,1.12,72.0
23.4,66.9,0.212,1.02,74.0
29.8,31.8,0.117,1.09,74.0
19.8,53.7,0.054,1.01,171.0
17.2,46.8,0.291,1.07,63.0
22.1,76.0,0.113,1.02,100.0
20.7,30.6,0.219,1.03,74.0
20.9,57.6,0.227,1.05,63.0
19.7,67.0,0.203,1.06,58.0
15.8,54.3,0.128,1.09,125.0
15.4,34.3,0.118,1.01,151.0
34.8,78.6,0.199,1.08,39.0
23.6,55.9,0.267,1.03,58.0
22.7,60.7,0.287,1.09,56.0
28.6,41.8,0.076,1.1,108.0
19.4,54.2,0.089,1.08,141.0
34.0,51.5,0.286,1.11,35.0
30.7,33.7,0.234,1.05,44.0
16.8,35.3,0.271,1.11,68.0
23.4,71.9,0.101,1.06,99.0
32.6,42.0,0.197,1.07,50.0
33.9,39.7,0.225,1.1,39.0
24.3,55.2,0.22,1.0,61.0
27.3,68.4,0.152,1.1,68.0
18.3,33.1,0.054,1.09,203.0
34.8,58.8,0.196,1.05,50.0
19.6,36.0,0.113,1.01,117.0
33.9,31.8,0.163,1.01,43.0
28.0,32.6,0.289,1.14,43.0
27.2,71.7,0.15,1.1,66.0
25.3,35.9,0.26,1.02,39.0
19.6,32.3,0.097,1.05,140.0
18.5,51.9,0.218,1.09,78.0
19.4,72.2,0.294,1.13,59.0
18.7,43.1,0.075,1.01,166.0
30.6,51.1,0.052,1.04,118.0
22.0,32.0,0.158,1.13,91.0
16.2,52.5,0.073,1.0,172.0
34.4,58.9,0.237,1.03,34.0
32.7,58.5,0.279,1.14,27.0
33.6,46.6,0.159,1.09,66.0
34.9,45.8,0.115,1.04,59.0
18.5,35.3,0.159,1.01,104.0
22.9,48.3,0.231,1.0,47.0
30.2,35.0,0.052,1.04,137.0
28.9,68.3,0.197,1.13,58.0
18.1,78.3,0.203,1.06,77.0
31.3,78.5,0.209,1.11,39.0
19.5,73.3,0.111,1.14,115.0
19.5,60.0,0.229,1.06,88.0
25.7,65.0,0.073,1.03,102.0
26.9,44.3,0.1,1.08,100.0
26.6,61.5,0.269,1.14,37.0
16.8,52.8,0.235,1.12,78.0
32.5,54.1,0.053,1.01,110.0
20.3,67.9,0.112,1.1,104.0
17.6,44.1,0.104,1.09,132.0
32.8,45.9,0.118,1.14,57.0
34.1,76.2,0.112,1.02,67.0
32.2,32.8,0.066,1.08,88.0
31.2,54.3,0.165,1.13,59.0
28.1,75.6,0.233,1.06,41.0
26.0,60.5,0.202,1.07,48.0
16.7,57.3,0.218,1.01,83.0
23.2,42.5,0.07,1.04,124.0
22.5,47.2,0.288,1.05,55.0
20.2,72.6,0.26,1.14,48.0
29.5,58.0,0.251,1.04,46.0
24.9,55.7,0.256,1.07,44.0
16.6,35.0,0.283,1.1,69.0
19.4,30.8,0.186,1.02,89.0
28.7,78.2,0.1,1.07,74.0
16.5,48.8,0.204,1.11,87.0
32.0,60.2,0.236,1.13,27.0
24.9,34.0,0.234,1.09,64.0
24.6,64.2,0.18,1.1,79.0
26.8,76.6,0.067,1.02,137.0
31.5,58.8,0.143,1.14,59.0
22.0,36.3,0.28,1.02,65.0
28.6,59.1,0.196,1.12,38.0
26.3,68.3,0.185,1.04,71.0
20.3,50.3,0.117,1.14,114.0
32.6,74.0,0.142,1.11,49.0
30.9,62.4,0.274,1.11,46.0
28.2,75.0,0.217,1.03,44.0
32.0,61.2,0.247,1.07,34.0
32.3,36.6,0.164,1.09,59.0
29.2,45.5,0.208,1.12,43.0
31.7,40.1,0.112,1.02,81.0
28.9,75.4,0.226,1.14,35.0
28.6,68.0,0.157,1.13,52.0
27.4,63.8,0.161,1.04,56.0
30.1,45.0,0.212,1.12,55.0
18.2,39.2,0.284,1.08,62.0
32.6,67.8,0.066,1.07,83.0
32.4,53.7,0.256,1.05,32.0
15.6,41.3,0.123,1.09,129.0
31.5,60.8,0.161,1.11,44.0
17.6,32.0,0.055,1.06,189.0
21.7,46.3,0.125,1.09,115.0
29.9,53.4,0.176,1.1,48.0
18.2,37.4,0.064,1.11,174.0
31.4,79.2,0.173,1.01,44.0
31.6,40.5,0.282,1.13,35.0
25.1,36.5,0.076,1.07,126.0
15.1,40.2,0.241,1.04,93.0
20.7,68.5,0.152,1.04,83.0
27.3,51.3,0.214,1.07,44.0
34.6,58.3,0.115,1.13,70.0
27.6,31.1,0.09,1.06,99.0
20.2,31.7,0.09,1.11,146.0
27.7,52.3,0.068,1.01,97.0
25.8,70.8,0.096,1.07,96.0
30.6,74.3,0.216,1.15,57.0
17.1,34.3,0.27,1.12,71.0
30.2,56.9,0.254,1.03,39.0
25.8,75.7,0.221,1.08,53.0
34.3,49.4,0.078,1.04,78.0
21.8,71.5,0.122,1.06,92.0
27.7,36.7,0.127,1.12,76.0
33.6,76.8,0.112,1.12,55.0
17.1,67.6,0.179,1.03,100.0
33.7,77.1,0.184,1.14,44.0
28.8,63.8,0.139,1.09,68.0
16.4,48.2,0.138,1.06,121.0
21.0,76.9,0.257,1.08,54.0
29.2,43.8,0.247,1.09,40.0
16.3,46.6,0.127,1.08,117.0
26.6,65.0,0.278,1.07,43.0
21.9,68.3,0.288,1.08,43.0
27.4,76.5,0.132,1.03,66.0
15.9,40.2,0.139,1.12,114.0
32.4,69.9,0.176,1.08,63.0
34.5,66.9,0.285,1.02,10.0
34.4,33.2,0.269,1.11,36.0
30.0,49.4,0.076,1.14,112.0
17.6,44.1,0.148,1.14,106.0
30.2,45.2,0.188,1.06,59.0
15.5,79.1,0.176,1.02,96.0
15.4,62.1,0.098,1.08,140.0
21.5,65.9,0.265,1.02,38.0
24.8,78.8,0.219,1.14,55.0
30.4,48.9,0.259,1.03,35.0
28.7,70.1,0.265,1.04,33.0
23.9,51.7,0.237,1.06,53.0
20.5,73.5,0.16,1.06,97.0
34.9,39.0,0.203,1.12,62.0
23.5,77.4,0.09,1.07,109.0
24.0,40.9,0.218,1.03,59.0
18.3,46.3,0.095,1.04,126.0
30.9,67.8,0.223,1.08,45.0
28.9,49.7,0.107,1.02,96.0
19.4,60.4,0.079,1.09,140.0
16.6,52.2,0.091,1.08,128.0
28.6,67.1,0.05,1.11,137.0
28.1,41.4,0.23,1.14,59.0
20.5,32.9,0.233,1.14,59.0
34.0,45.0,0.179,1.14,49.0
18.0,53.7,0.09,1.04,143.0
23.6,38.4,0.071,1.02,133.0
33.9,47.7,0.055,1.05,99.0
23.4,50.0,0.091,1.13,121.0
27.8,32.9,0.273,1.15,45.0
23.0,59.2,0.11,1.13,87.0
20.5,74.2,0.139,1.02,75.0
34.7,37.6,0.076,1.14,94.0
23.2,59.9,0.106,1.06,106.0
32.9,63.2,0.18,1.0,46.0
19.6,51.0,0.202,1.07,74.0
19.3,65.1,0.111,1.01,109.0
15.6,50.5,0.064,1.08,183.0
28.0,55.2,0.148,1.05,63.0
22.4,30.4,0.109,1.07,92.0
32.3,64.6,0.105,1.09,64.0
24.5,63.1,0.29,1.13,44.0
34.4,31.9,0.204,1.1,50.0
18.7,48.4,0.189,1.07,84.0
32.4,79.0,0.154,1.12,56.0
30.5,51.0,0.157,1.14,69.0
30.4,55.1,0.185,1.02,60.0
31.9,75.5,0.224,1.08,42.0
30.2,65.9,0.226,1.04,43.0
27.5,59.1,0.093,1.01,85.0
17.6,69.9,0.175,1.1,95.0
15.7,73.2,0.153,1.13,119.0
33.4,52.8,0.268,1.02,37.0
27.3,53.8,0.208,1.12,70.0
30.9,49.3,0.183,1.13,40.0
24.6,78.3,0.079,1.14,103.0
17.3,64.9,0.201,1.04,89.0
17.5,34.2,0.079,1.14,161.0
28.7,73.1,0.134,1.05,76.0
23.6,54.0,0.086,1.08,115.0
19.0,33.4,0.223,1.01,71.0
24.8,57.5,0.102,1.01,96.0
16.3,50.9,0.148,1.11,97.0
26.6,73.9,0.274,1.07,33.0
20.4,40.2,0.101,1.04,129.0
31.0,71.3,0.177,1.03,56.0
21.2,57.9,0.155,1.1,88.0
24.1,32.7,0.055,1.0,142.0
15.2,78.6,0.248,1.12,73.0
16.4,55.6,0.067,1.01,170.0
22.8,44.5,0.169,1.03,87.0
24.6,53.5,0.19,1.06,60.0
27.0,72.9,0.207,1.07,43.0
20.8,45.2,0.222,1.05,70.0
28.9,39.6,0.113,1.05,75.0
32.2,36.5,0.052,1.14,130.0
30.6,44.9,0.231,1.1,40.0
15.8,69.0,0.184,1.0,82.0
24.6,53.6,0.259,1.06,35.0
17.1,41.4,0.255,1.13,75.0
19.8,38.3,0.261,1.05,62.0
34.7,46.6,0.171,1.01,36.0
17.8,77.0,0.133,1.11,114.0
25.0,47.2,0.248,1.09,59.0
27.4,79.4,0.163,1.09,59.0
29.0,54.3,0.096,1.01,97.0
26.2,39.0,0.264,1.02,56.0
15.2,74.6,0.271,1.09,65.0
21.5,53.0,0.167,1.03,73.0
25.4,65.5,0.069,1.08,129.0
16.8,79.2,0.147,1.08,105.0
22.0,32.5,0.251,1.04,65.0
15.7,34.8,0.275,1.14,71.0
16.6,66.0,0.101,1.13,140.0
22.9,44.1,0.067,1.11,136.0
17.7,39.2,0.269,1.01,71.0
26.4,32.0,0.147,1.02,88.0
28.8,31.1,0.185,1.07,55.0
31.0,68.7,0.292,1.02,20.0
19.0,36.7,0.067,1.15,158.0
18.3,53.4,0.212,1.02,86.0
17.1,60.3,0.069,1.07,174.0
27.7,51.4,0.144,1.05,69.0
29.1,31.4,0.251,1.1,44.0
15.6,69.2,0.158,1.02,108.0
33.7,30.5,0.299,1.06,29.0
16.0,68.1,0.19,1.04,93.0
25.8,74.7,0.13,1.13,70.0
29.2,51.6,0.105,1.01,74.0
32.4,56.8,0.138,1.14,53.0
29.3,53.8,0.143,1.12,62.0
31.0,49.5,0.067,1.04,102.0
21.8,74.4,0.142,1.12,87.0
31.3,74.7,0.166,1.0,20.0
16.6,46.8,0.231,1.15,75.0
32.9,60.8,0.214,1.08,37.0
26.0,76.3,0.227,1.05,61.0
31.3,78.1,0.052,1.05,105.0
24.0,55.4,0.104,1.01,101.0
27.9,52.6,0.215,1.15,64.0
25.5,43.9,0.171,1.01,59.0
29.6,77.9,0.051,1.1,126.0
16.6,37.1,0.251,1.07,72.0
16.2,59.0,0.243,1.14,73.0
19.9,44.1,0.187,1.04,75.0
18.2,44.0,0.067,1.08,165.0
32.4,50.2,0.242,1.07,61.0
19.4,79.9,0.196,1.11,81.0
34.5,32.7,0.245,1.01,48.0
21.7,58.9,0.238,1.03,65.0
18.6,34.1,0.251,1.03,60.0
30.8,37.7,0.18,1.11,58.0
28.2,52.0,0.085,1.03,106.0
25.0,55.5,0.218,1.09,51.0
26.1,42.9,0.205,1.03,68.0
29.4,45.8,0.236,1.13,53.0
19.6,34.3,0.092,1.14,148.0
34.9,45.2,0.099,1.08,66.0
34.5,78.3,0.273,1.05,19.0
28.0,77.2,0.237,1.04,40.0
19.0,46.7,0.277,1.01,76.0
28.6,58.5,0.24,1.04,31.0
16.4,75.5,0.199,1.1,68.0
15.6,30.3,0.214,1.08,93.0
20.2,70.5,0.272,1.14,54.0
24.3,77.4,0.195,1.06,60.0
32.4,34.6,0.208,1.1,55.0
29.5,38.1,0.089,1.07,88.0
29.9,78.0,0.168,1.08,37.0
23.5,56.9,0.229,1.04,75.0
21.9,30.7,0.118,1.07,97.0
22.4,42.9,0.101,1.07,103.0
34.8,52.5,0.128,1.11,65.0
15.8,64.6,0.11,1.14,129.0
32.3,66.7,0.104,1.05,69.0
26.6,79.8,0.156,1.01,67.0
23.8,44.4,0.277,1.07,62.0
29.5,56.9,0.177,1.08,52.0
24.7,56.7,0.097,1.03,113.0
32.5,50.3,0.069,1.11,78.0
33.0,38.5,0.224,1.15,49.0
23.4,78.9,0.146,1.14,70.0
20.5,72.7,0.255,1.03,70.0
26.8,54.9,0.215,1.13,55.0
33.2,60.2,0.249,1.11,30.0
19.2,41.4,0.118,1.07,120.0
27.5,57.2,0.223,1.08,58.0
27.6,64.7,0.116,1.13,83.0
29.7,55.8,0.285,1.07,30.0
17.6,79.5,0.209,1.06,73.0
29.3,60.6,0.131,1.07,68.0
33.2,48.5,0.117,1.09,65.0
18.6,68.6,0.098,1.03,133.0
19.8,38.5,0.224,1.14,58.0
34.4,49.2,0.105,1.1,69.0
18.6,47.3,0.199,1.09,80.0
32.1,51.6,0.116,1.01,61.0
24.8,69.1,0.215,1.09,50.0
19.9,54.2,0.254,1.02,63.0
32.4,69.7,0.245,1.01,10.0
23.9,58.8,0.24,1.08,50.0
25.3,47.1,0.097,1.06,94.0
22.2,70.5,0.072,1.09,138.0
26.9,41.9,0.225,1.01,48.0
18.3,41.2,0.142,1.06,104.0
22.8,55.2,0.158,1.03,91.0
34.4,43.0,0.058,1.15,109.0
20.2,30.5,0.115,1.08,121.0
28.1,62.4,0.058,1.1,119.0
21.5,55.6,0.27,1.05,62.0
30.5,52.3,0.111,1.01,73.0
17.6,78.3,0.189,1.15,81.0
34.4,58.6,0.06,1.04,99.0
24.1,73.2,0.217,1.06,52.0
19.7,37.0,0.131,1.1,118.0
16.5,58.5,0.274,1.0,69.0
